Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1980","1980","An","797989917","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1981","1981","An","780853607","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1982","1982","An","769691699","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1983","1983","An","776805122","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1984","1984","An","788496037","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1985","1985","An","793827411","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1986","1986","An","825983008","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1987","1987","An","836271405","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1988","1988","An","829996885","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1989","1989","An","844766178","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1990","1990","An","849307713","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1991","1991","An","868721141","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1992","1992","An","870328293","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1993","1993","An","875211292","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1994","1994","An","882927383","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1995","1995","An","896177752","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1996","1996","An","910118665","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1997","1997","An","834816316","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1998","1998","An","870175914","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","1999","1999","An","891110870","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2000","2000","An","898673193","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2001","2001","An","881898705","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2002","2002","An","892296029","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2003","2003","An","898484011","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2004","2004","An","892740971","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2005","2005","An","904225232","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2006","2006","An","924693881","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2007","2007","An","918827412","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2008","2008","An","938177201","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2009","2009","An","967502257","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2010","2010","An","971407753","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2011","2011","An","973506685","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2012","2012","An","983901311","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2013","2013","An","979270352","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2014","2014","An","990023467","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2015","2015","An","993630492","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2016","2016","An","986909198","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2017","2017","An","978654429","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2018","2018","An","959138359","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2019","2019","An","840349558","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2020","2020","An","939793606","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2021","2021","An","986359758","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2022","2022","An","984854015","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2023","2023","An","965707560","A","Official figure",""
"QCL","Crops and livestock products","001","World","5111","Stocks","02140","Swine / pigs","2024","2024","An","962441623","A","Official figure",""
